AMH_WL_001575_20120816_G00201ZBI	edc9b65c-943c-c75a-d5e7-d80e4ca17941
RUS_SN_000370_20160317_G0T1017L3	0e2ed5cb-e39a-b754-bf7f-0d11e5d1569a
RUS_SN_000370_20160317_G0T1017FC	40569bfb-2b11-44b5-7663-9bba92d9544f
RUS_DF_001533_20120227_G0020BUT2	f95f74fa-2967-16e8-00ec-d2ad1d5536d7
RUS_NW_001929_20151129_G0022DCQ0	afee739f-7cc2-0ad9-5787-f97d3cc08bb8
SPA_DF_000418_20141200_F0000101C	67d587a8-5210-00bb-908b-77ed1ab29b47
AMH_WL_001630_20151117_G00202C1E	94bb281b-1101-6522-97dd-3280db73a0e1
AMH_WL_001571_20131101_G00201YN7	db64c65c-6cec-7656-b138-a8c9c32164c7
SOM_NW_001665_20120517_G0020Z2HM	cad083a6-6974-0da6-a118-9e4b68db3c8f
AMH_WL_001742_20160201_G00202P4X	ba49f1a1-c075-b24a-a434-ea90ddacae9e
SOM_DF_001600_20110705_G002029ZI	e761a7f2-b233-8f6d-3f10-244e5f5821bb
SOM_WL_001644_20120221_G00202EFJ	439c5df6-aad3-2058-df43-3c086e4dca7d
RUS_NW_000656_20020503_G0022DCT6	de26565d-c03c-3e29-5ddc-765a228cee33
AMH_NW_000001_20141031_G0020078T	f6142dd2-bb39-4e11-4c7e-0a4e4e9a71d2
SOM_NW_000001_20100813_G002007WX	86a2891b-2842-3887-db8f-40e4bf4857a6
RUS_NW_000654_20051210_G0022DCT3	3391af4e-b59e-13aa-91e3-6ab21f96eb4a
SPA_DF_000409_20141200_F0000100R	04481df7-87e1-f75d-235d-19268abe1c2b
RUS_NW_000656_20020503_G0022DCT6	de26565d-c03c-3e29-5ddc-765a228cee97
AMH_WL_001573_20150402_G00201YXM	230ab0b3-33ca-0995-b751-a3ef4ff4724c
SOM_NW_001685_20150819_G00202MPD	c1cb530b-a037-a6ee-16ee-696f4c8356bd
AMH_WL_001574_20130716_G00200YYS	c23595b7-6926-1b42-a0a1-ac74f594b309
AMH_NW_001655_20150414_G00201FN4	3db6c970-8bab-b2db-36d8-3121ecaea27b
AMH_WL_001742_20151130_G00202P8Q	4cbefb87-058e-7171-339a-c54119dda170
AMH_NW_001655_20150414_G00201FN4	3db6c970-8bab-b2db-36d8-3121ecaea2f8
SOM_NW_000001_20110720_G002008N4	c350839f-01cd-3ba8-4781-c9892ce185b7
SOM_DF_001634_20150917_G00201EGS	b3998093-c75e-b939-2fca-e009ac331609
SOM_NW_001665_20120904_G0020TT9S	6d851afe-a866-881c-10b1-e2fb3461f036
SOM_NW_000001_20141231_G00200B11	24cbb0e2-d1a2-f21d-4412-bb13b41106f1
RUS_SN_000370_20160316_G0T100HFD	813d992d-4fd8-6096-cb20-7a73610e905c
SOM_NW_000001_20151012_G00200BSF	c609af42-2acb-f4c6-9cdd-805c74183dce
AMH_WL_001573_20151122_G00200CZG	1c5f2696-a192-0fe8-c221-a1da7b13f983
RUS_SN_000370_20160316_G0T100HRG	d499fbcb-d95f-8aec-46ae-7f0649dc1954
RUS_DF_001516_20150505_G00209W0X	774b434c-5a67-8b9a-700f-7768ecc884d3
AMH_WL_001571_20131101_G00201YN7	db64c65c-6cec-7656-b138-a8c9c32164d6
RUS_NW_000575_20130730_G0022DCOV	dc2fae62-ff76-3a5e-e66a-cfed4b53030f
RUS_WL_001053_20140526_G0022DDJA	67a40275-20c4-56bf-0675-689677253479
AMH_WL_001573_20141118_G00201Z0Z	df381063-75e9-cb05-3573-5d14efe6a5ef
SOM_DF_001608_20140712_G00200EVR	c1810a4c-c908-6e12-982a-0ce7f2cc05d0
